product_id,brand,supplier,category_id,family_id,family,model_number,product_name,description,unit,price,selectable,active,source_row_ids,duplicate_source_row_count,image_reference
product:appliances:cooktops:omega:oi90z,Omega,Omega,category:appliances,family:cooktops,cooktops,OI90Z,OMEGA 90CM INDUCTION COOKTOP OI90Z,APPLIANCES | - OMEGA 90CM INDUCTION COOKTOP OI90Z | EACH | 1399 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,1399,true,true,1227,0,
product:appliances:cooktops:smeg:pga64,Smeg,Smeg,category:appliances,family:cooktops,cooktops,PGA64,SMEG 60CM GAS COOKTOP PGA64,APPLIANCES | - SMEG 60CM GAS COOKTOP PGA64 | EACH | 1199 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,1199,true,true,1347,0,
product:appliances:cooktops:smeg:pga95,Smeg,Smeg,category:appliances,family:cooktops,cooktops,PGA95,SMEG 90CM GAS COOKTOP PGA95,APPLIANCES | - SMEG 90CM GAS COOKTOP PGA95 | EACH | 1999 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,1999,true,true,1359,0,
product:appliances:cooktops:smeg:sai4954d,Smeg,Smeg,category:appliances,family:cooktops,cooktops,SAI4954D,SMEG 90CM INDUCTION COOKTOP SAI4954D,APPLIANCES | - SMEG 90CM INDUCTION COOKTOP SAI4954D | EACH | 3299 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,3299,true,true,1354,0,
product:appliances:cooktops:smeg:si2641d,Smeg,Smeg,category:appliances,family:cooktops,cooktops,SI2641D,SMEG 60CM INDUCTION COOKTOP SI2641D,APPLIANCES | - SMEG 60CM INDUCTION COOKTOP SI2641D | EACH | 1299 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,1299,true,true,1342,0,
product:appliances:cooktops:westinghouse:whc642bc,Westinghouse,Westinghouse,category:appliances,family:cooktops,cooktops,WHC642BC,WESTINGHOUSE 60CM CERAMIC COOKTOP WHC642BC,APPLIANCES | - WESTINGHOUSE 60CM CERAMIC COOKTOP WHC642BC | EACH | 699 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,699,true,true,1309,0,
product:appliances:cooktops:westinghouse:whg644sc,Westinghouse,Westinghouse,category:appliances,family:cooktops,cooktops,WHG644SC,WESTINGHOUSE 60CM GAS COOKTOP WHG644SC,APPLIANCES | - WESTINGHOUSE 60CM GAS COOKTOP WHG644SC | EACH | 699 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,699,true,true,1314,0,
product:appliances:cooktops:westinghouse:whg958sc,Westinghouse,Westinghouse,category:appliances,family:cooktops,cooktops,WHG958SC,WESTINGHOUSE 90CM GAS COOKTOP WHG958SC,APPLIANCES | - WESTINGHOUSE 90CM GAS COOKTOP WHG958SC | EACH | 1099 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,1099,true,true,1326,0,
product:appliances:cooktops:westinghouse:whi955bd,Westinghouse,Westinghouse,category:appliances,family:cooktops,cooktops,WHI955BD,WESTINGHOUSE 90CM INDUCTION COOKTOP WHI955BD,APPLIANCES | - WESTINGHOUSE 90CM INDUCTION COOKTOP WHI955BD | EACH | 1799 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,1799,true,true,1321,0,
product:appliances:dishwashers:ariston:lfo3c23wf,Ariston,Ariston,category:appliances,family:dishwashers,dishwashers,LFO3C23WF,ARISTON 60CM DISHWASHER LFO3C23WF,APPLIANCES | - ARISTON 60CM DISHWASHER LFO3C23WF | EACH | 799 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,799,true,true,1278|1282|1286|1293|1299|1303|1307,6,
product:appliances:dishwashers:blanco:bdw146x,Blanco,Blanco,category:appliances,family:dishwashers,dishwashers,BDW146X,BLANCO 60CM FREESTANDING DISHWASHER BDW146X,APPLIANCES | - BLANCO 60CM FREESTANDING DISHWASHER BDW146X | EACH | 799 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,799,true,true,1246|1251|1257|1262|1266|1270|1274,6,
product:appliances:dishwashers:euromaid:edw14s,Euromaid,Euromaid,category:appliances,family:dishwashers,dishwashers,EDW14S,EUROMAID 60CM DISHWASHER EDW14S,APPLIANCES | - EUROMAID 60CM DISHWASHER EDW14S | EACH | 599 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,599,true,true,1183|1188|1195|1200|1204|1208|1212,6,
product:appliances:dishwashers:omega:odw702xb,Omega,Omega,category:appliances,family:dishwashers,dishwashers,ODW702XB,OMEGA 60CM FREESTANDING DISHWASHER ODW702XB,APPLIANCES | - OMEGA 60CM FREESTANDING DISHWASHER ODW702XB | EACH | 699 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,699,true,true,1217|1222|1229|1231|1235|1239|1242,6,
product:appliances:dishwashers:smeg:dwau6315x3,Smeg,Smeg,category:appliances,family:dishwashers,dishwashers,DWAU6315X3,SMEG 60CM FREESTANDING DISHWASHER DWAU6315X3,APPLIANCES | - SMEG 60CM FREESTANDING DISHWASHER DWAU6315X3 | EACH | 1599 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,1599,true,true,1344|1349|1356|1361|1365|1369|1373,6,
product:appliances:dishwashers:westinghouse:wsf6606x,Westinghouse,Westinghouse,category:appliances,family:dishwashers,dishwashers,WSF6606X,WESTINGHOUSE 60CM FREESTANDING DISHWASHER WSF6606X,APPLIANCES | - WESTINGHOUSE 60CM FREESTANDING DISHWASHER WSF6606X | EACH | 799 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,799,true,true,1311|1316|1323|1328|1332|1336|1340,6,
product:appliances:freestanding-cookers:ariston:cp059mdx,Ariston,Ariston,category:appliances,family:freestanding-cookers,freestanding-cookers,CP059MDX,ARISTON 90CM DUAL FUEL FREESTANDING COOKER CP059MDX,APPLIANCES | - ARISTON 90CM DUAL FUEL FREESTANDING COOKER CP059MDX | EACH | 2899 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,2899,true,true,1297|1301,1,
product:appliances:freestanding-cookers:blanco:bfs90wx,Blanco,Blanco,category:appliances,family:freestanding-cookers,freestanding-cookers,BFS90WX,BLANCO 90CM DUAL FUEL FREESTANDING COOKER BFS90WX,APPLIANCES | - BLANCO 90CM DUAL FUEL FREESTANDING COOKER BFS90WX | EACH | 2499 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,2499,true,true,1264|1268,1,
product:appliances:freestanding-cookers:euromaid:gg90s,Euromaid,Euromaid,category:appliances,family:freestanding-cookers,freestanding-cookers,GG90S,EUROMAID 90CM DUAL FUEL FREESTANDING COOKER GG90S,APPLIANCES | - EUROMAID 90CM DUAL FUEL FREESTANDING COOKER GG90S | EACH | 1699 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,1699,true,true,1202|1206,1,
product:appliances:freestanding-cookers:omega:of916fx,Omega,Omega,category:appliances,family:freestanding-cookers,freestanding-cookers,OF916FX,OMEGA 90CM 9 FUNCTION FREESTANDING OVEN OF916FX,APPLIANCES | - OMEGA 90CM 9 FUNCTION FREESTANDING OVEN OF916FX | EACH | 1899 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,1899,true,true,1233|1237,1,
product:appliances:freestanding-cookers:smeg:fs9606as-1,Smeg,Smeg,category:appliances,family:freestanding-cookers,freestanding-cookers,FS9606AS-1,SMEG 90CM DUAL FUEL FREESTANDING COOKER FS9606AS-1,APPLIANCES | - SMEG 90CM DUAL FUEL FREESTANDING COOKER FS9606AS-1 | EACH | 2690 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,2690,true,true,1363|1367,1,
product:appliances:freestanding-cookers:westinghouse:wfe9515sd,Westinghouse,Westinghouse,category:appliances,family:freestanding-cookers,freestanding-cookers,WFE9515SD,WESTINGHOUSE 90CM DUAL FUEL FREESTANDING COOKER WFE9515SD,APPLIANCES | - WESTINGHOUSE 90CM DUAL FUEL FREESTANDING COOKER WFE9515SD | EACH | 1444 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,1444,true,true,1330|1334,1,
product:appliances:ovens:ariston:fa5834hixaaus,Ariston,Ariston,category:appliances,family:built-in-ovens,ovens,FA5834HIXAAUS,ARISTON 60CM ELECTRIC OVEN FA5834HIXAAUS,APPLIANCES | - ARISTON 60CM ELECTRIC OVEN FA5834HIXAAUS | EACH | 1199 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,1199,true,true,1275|1283,1,
product:appliances:ovens:ariston:fi9-891-sp-ix-a-aus,Ariston,Ariston,category:appliances,family:built-in-ovens,ovens,FI9 891 SP IX A AUS,ARISTON 90CM BUILT-IN OVEN FI9 891 SP IX A AUS,APPLIANCES | - ARISTON 90CM BUILT-IN OVEN FI9 891 SP IX A AUS | EACH | 1899 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,1899,true,true,1290|1295,1,
product:appliances:ovens:blanco:bose65xm,Blanco,Blanco,category:appliances,family:built-in-ovens,ovens,BOSE65XM,BLANCO 60CM ELECTRIC OVEN BOSE65XM,APPLIANCES | - BLANCO 60CM ELECTRIC OVEN BOSE65XM | EACH | 899 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,899,true,true,1243|1248,1,
product:appliances:ovens:blanco:bose90x,Blanco,Blanco,category:appliances,family:built-in-ovens,ovens,BOSE90X,BLANCO 90CM ELECTRIC OVEN BOSE90X,APPLIANCES | - BLANCO 90CM ELECTRIC OVEN BOSE90X | EACH | 1599 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,1599,true,true,1254|1259,1,
product:appliances:ovens:euromaid:eo605dtb,Euromaid,Euromaid,category:appliances,family:built-in-ovens,ovens,EO605DTB,EUROMAID 60CM 5 FUNCTION BUILT-IN OVEN EO605DTB,APPLIANCES | - EUROMAID 60CM 5 FUNCTION BUILT-IN OVEN EO605DTB | EACH | 500 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,500,true,true,1180|1185,1,
product:appliances:ovens:euromaid:eo916astb,Euromaid,Euromaid,category:appliances,family:built-in-ovens,ovens,EO916ASTB,EUROMAID 90CM BUILT-IN OVEN EO916ASTB,APPLIANCES | - EUROMAID 90CM BUILT-IN OVEN EO916ASTB | EACH | 1199 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,1199,true,true,1192|1197,1,
product:appliances:ovens:omega:obo660x,Omega,Omega,category:appliances,family:built-in-ovens,ovens,OBO660X,OMEGA 60CM 4 FUNCTION OVEN OBO660X,APPLIANCES | - OMEGA 60CM 4 FUNCTION OVEN OBO660X | EACH | 599 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,599,true,true,1214|1219,1,
product:appliances:ovens:omega:obo960x1,Omega,Omega,category:appliances,family:built-in-ovens,ovens,OBO960X1,OMEGA 90CM 9 FUNCTION OVEN OBO960X1,APPLIANCES | - OMEGA 90CM 9 FUNCTION OVEN OBO960X1 | EACH | 1199 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,1199,true,true,1226,0,
product:appliances:ovens:smeg:sf64m3tvx,Smeg,Smeg,category:appliances,family:built-in-ovens,ovens,SF64M3TVX,SMEG 60CM CLASSIC ELECTRIC OVEN SF64M3TVX,APPLIANCES | - SMEG 60CM CLASSIC ELECTRIC OVEN SF64M3TVX | EACH | 1299 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,1299,true,true,1341|1346,1,
product:appliances:ovens:smeg:sfpa9395x1,Smeg,Smeg,category:appliances,family:built-in-ovens,ovens,SFPA9395X1,SMEG 90CM CLASSIC THERMOSEAL OVEN SFPA9395X1,APPLIANCES | - SMEG 90CM CLASSIC THERMOSEAL OVEN SFPA9395X1 | EACH | 3999 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,3999,true,true,1353|1358,1,
product:appliances:ovens:westinghouse:wve6314dd,Westinghouse,Westinghouse,category:appliances,family:built-in-ovens,ovens,WVE6314DD,WESTINGHOUSE 60CM MULTIFUNCTION OVEN WVE6314DD,APPLIANCES | - WESTINGHOUSE 60CM MULTIFUNCTION OVEN WVE6314DD | EACH | 799 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,799,true,true,1308|1313,1,
product:appliances:ovens:westinghouse:wve916sc,Westinghouse,Westinghouse,category:appliances,family:built-in-ovens,ovens,WVE916SC,WESTINGHOUSE 90CM ELECTRIC OVEN WVE916SC,APPLIANCES | - WESTINGHOUSE 90CM ELECTRIC OVEN WVE916SC | EACH | 1999 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,1999,true,true,1320|1325,1,
product:appliances:rangehoods:ariston:arhc60x,Ariston,Ariston,category:appliances,family:rangehoods,rangehoods,ARHC60X,ARISTON 600MM CANOPY RANGEHOOD OPTION - ARISTON 60CM CANOPY RANGEHOOD ARHC60X,APPLIANCES | ARISTON 600MM CANOPY RANGEHOOD OPTION - ARISTON 60CM CANOPY RANGEHOOD ARHC60X | EACH | 499 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,499,true,true,1288,0,
product:appliances:rangehoods:ariston:arhc90x,Ariston,Ariston,category:appliances,family:rangehoods,rangehoods,ARHC90X,ARISTON 90CM CANOPY RANGEHOOD ARHC90X,APPLIANCES | - ARISTON 90CM CANOPY RANGEHOOD ARHC90X | EACH | 699 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,699,true,true,1298|1305,1,
product:appliances:rangehoods:ariston:arhs60x,Ariston,Ariston,category:appliances,family:rangehoods,rangehoods,ARHS60X,ARISTON 60CM SLIDE OUT RANGEHOOD ARHS60X,APPLIANCES | - ARISTON 60CM SLIDE OUT RANGEHOOD ARHS60X | EACH | 399 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,399,true,true,1277|1285,1,
product:appliances:rangehoods:ariston:arhs90x,Ariston,Ariston,category:appliances,family:rangehoods,rangehoods,ARHS90X,ARISTON 90CM SLIDE OUT RANGEHOOD ARHS90X,APPLIANCES | - ARISTON 90CM SLIDE OUT RANGEHOOD ARHS90X | EACH | 499 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,499,true,true,1281|1292,1,
product:appliances:rangehoods:ariston:aru60x,Ariston,Ariston,category:appliances,family:rangehoods,rangehoods,ARU60X,ARISTON 600MM UNDER CUPBOARD RANGEHOOD OPTION - ARISTON 60CM UNDER CUPBOARD RANGEHOOD ARU60X,APPLIANCES | ARISTON 600MM UNDER CUPBOARD RANGEHOOD OPTION - ARISTON 60CM UNDER CUPBOARD RANGEHOOD ARU60X | EACH | 349 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,349,true,true,1289,0,
product:appliances:rangehoods:ariston:aru90x,Ariston,Ariston,category:appliances,family:rangehoods,rangehoods,ARU90X,ARISTON 90CM UNDER CUPBOARD RANGEHOOD ARU90X,APPLIANCES | - ARISTON 90CM UNDER CUPBOARD RANGEHOOD ARU90X | EACH | 499 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,499,true,true,1302|1306,1,
product:appliances:rangehoods:blanco:brc60x,Blanco,Blanco,category:appliances,family:rangehoods,rangehoods,BRC60X,BLANCO 600MM CANOPY RANGEHOOD OPTION - BLANCO 60CM CANOPY RANGEHOOD BRC60X,APPLIANCES | BLANCO 600MM CANOPY RANGEHOOD OPTION - BLANCO 60CM CANOPY RANGEHOOD BRC60X | EACH | 599 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,599,true,true,1252,0,
product:appliances:rangehoods:blanco:brc90x,Blanco,Blanco,category:appliances,family:rangehoods,rangehoods,BRC90X,BLANCO 90CM CANOPY RANGEHOOD BRC90X,APPLIANCES | - BLANCO 90CM CANOPY RANGEHOOD BRC90X | EACH | 799 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,799,true,true,1265|1272,1,
product:appliances:rangehoods:blanco:bru53x,Blanco,Blanco,category:appliances,family:rangehoods,rangehoods,BRU53X,BLANCO 60CM SLIDE OUT RANGEHOOD BRU53X,APPLIANCES | - BLANCO 60CM SLIDE OUT RANGEHOOD BRU53X | EACH | 449 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,449,true,true,1245|1250,1,
product:appliances:rangehoods:blanco:bru60x,Blanco,Blanco,category:appliances,family:rangehoods,rangehoods,BRU60X,BLANCO 600MM UNDER CUPBOARD RANGEHOOD OPTION - BLANCO 60CM UNDERMOUNT RANGEHOOD BRU60X,APPLIANCES | BLANCO 600MM UNDER CUPBOARD RANGEHOOD OPTION - BLANCO 60CM UNDERMOUNT RANGEHOOD BRU60X | EACH | 699 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,699,true,true,1253,0,
product:appliances:rangehoods:blanco:bru90ux,Blanco,Blanco,category:appliances,family:rangehoods,rangehoods,BRU90UX,BLANCO 90CM UNDERMOUNT RANGEHOOD BRU90UX,APPLIANCES | - BLANCO 90CM UNDERMOUNT RANGEHOOD BRU90UX | EACH | 899 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,899,true,true,1269|1273,1,
product:appliances:rangehoods:blanco:bru90x,Blanco,Blanco,category:appliances,family:rangehoods,rangehoods,BRU90X,BLANCO 90CM SLIDE OUT RANGEHOOD BRU90X,APPLIANCES | - BLANCO 90CM SLIDE OUT RANGEHOOD BRU90X | EACH | 599 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,599,true,true,1256|1261,1,
product:appliances:rangehoods:euromaid:cpt6s,Euromaid,Euromaid,category:appliances,family:rangehoods,rangehoods,CPT6S,EUROMAID 600MM CANOPY RANGEHOOD OPTION - EUROMAID 60CM PYRAMID CANOPY RANGEHOOD CPT6S,APPLIANCES | EUROMAID 600MM CANOPY RANGEHOOD OPTION - EUROMAID 60CM PYRAMID CANOPY RANGEHOOD CPT6S | EACH | 379 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,379,true,true,1190,0,
product:appliances:rangehoods:euromaid:cpt9mb,Euromaid,Euromaid,category:appliances,family:rangehoods,rangehoods,CPT9MB,EUROMAID 90CM PYRAMID CANOPY RANGEHOOD CPT9MB,APPLIANCES | - EUROMAID 90CM PYRAMID CANOPY RANGEHOOD CPT9MB | EACH | 505 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,505,true,true,1203|1210,1,
product:appliances:rangehoods:euromaid:cs60s,Euromaid,Euromaid,category:appliances,family:rangehoods,rangehoods,CS60S,EUROMAID 600MM UNDER CUPBOARD RANGEHOOD OPTION - EUROMAID 60CM RECIRCULATING/FIXED RANGEHOOD CS60S,APPLIANCES | EUROMAID 600MM UNDER CUPBOARD RANGEHOOD OPTION - EUROMAID 60CM RECIRCULATING/FIXED RANGEHOOD CS60S | EACH | 112 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,112,false,true,1191,0,
product:appliances:rangehoods:euromaid:fs90s,Euromaid,Euromaid,category:appliances,family:rangehoods,rangehoods,FS90S,EUROMAID 90CM FIXED/UNDERCUPBOARD RANGEHOOD FS90S,APPLIANCES | - EUROMAID 90CM FIXED/UNDERCUPBOARD RANGEHOOD FS90S | EACH | 299 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,299,false,true,1207|1211,1,
product:appliances:rangehoods:euromaid:rs6s,Euromaid,Euromaid,category:appliances,family:rangehoods,rangehoods,RS6S,EUROMAID 60CM SLIDE OUT RANGEHOOD RS6S,APPLIANCES | - EUROMAID 60CM SLIDE OUT RANGEHOOD RS6S | EACH | 249 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,249,true,true,1182|1187,1,
product:appliances:rangehoods:euromaid:rs9s,Euromaid,Euromaid,category:appliances,family:rangehoods,rangehoods,RS9S,EUROMAID 90CM SLIDE OUT RANGEHOOD RS9S,APPLIANCES | - EUROMAID 90CM SLIDE OUT RANGEHOOD RS9S | EACH | 399 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,399,true,true,1194|1199,1,
product:appliances:rangehoods:omega:orc60x,Omega,Omega,category:appliances,family:rangehoods,rangehoods,ORC60X,OMEGA 600MM CANOPY RANGEHOOD OPTION - OMEGA 60CM CANOPY RANGEHOOD ORC60X,APPLIANCES | OMEGA 600MM CANOPY RANGEHOOD OPTION - OMEGA 60CM CANOPY RANGEHOOD ORC60X | EACH | 399 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,399,true,true,1224,0,
product:appliances:rangehoods:omega:orc90x,Omega,Omega,category:appliances,family:rangehoods,rangehoods,ORC90X,OMEGA 90CM CANOPY RANGEHOOD ORC90X,APPLIANCES | - OMEGA 90CM CANOPY RANGEHOOD ORC90X | EACH | 549 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,549,true,true,1234|1240,1,
product:appliances:rangehoods:omega:orf60x,Omega,Omega,category:appliances,family:rangehoods,rangehoods,ORF60X,OMEGA 600MM UNDER CUPBOARD RANGEHOOD OPTION - OMEGA 60CM UNDER CUPBOARD RANGEHOOD ORF60X,APPLIANCES | OMEGA 600MM UNDER CUPBOARD RANGEHOOD OPTION - OMEGA 60CM UNDER CUPBOARD RANGEHOOD ORF60X | EACH | 249 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,249,true,true,1225,0,
product:appliances:rangehoods:omega:orf90x,Omega,Omega,category:appliances,family:rangehoods,rangehoods,ORF90X,OMEGA 90CM FIXED RANGEHOOD ORF90X,APPLIANCES | - OMEGA 90CM FIXED RANGEHOOD ORF90X | EACH | 349 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,349,false,true,1238|1241,1,
product:appliances:rangehoods:omega:ort6wba,Omega,Omega,category:appliances,family:rangehoods,rangehoods,ORT6WBA,OMEGA 60CM SLIDE OUT RANGEHOOD ORT6WBA,APPLIANCES | - OMEGA 60CM SLIDE OUT RANGEHOOD ORT6WBA | EACH | 299 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,299,true,true,1216|1221,1,
product:appliances:rangehoods:omega:ort9wxa,Omega,Omega,category:appliances,family:rangehoods,rangehoods,ORT9WXA,OMEGA 90CM SLIDE OUT RANGEHOOD ORT9WXA,APPLIANCES | - OMEGA 90CM SLIDE OUT RANGEHOOD ORT9WXA | EACH | 399 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,399,true,true,1228,0,
product:appliances:rangehoods:smeg:pum601x,Smeg,Smeg,category:appliances,family:rangehoods,rangehoods,PUM601X,SMEG 600MM UNDER CUPBOARD RANGEHOOD OPTION - SMEG 60CM UNDERMOUNT RANGEHOOD PUM601X,APPLIANCES | SMEG 600MM UNDER CUPBOARD RANGEHOOD OPTION - SMEG 60CM UNDERMOUNT RANGEHOOD PUM601X | EACH | 999 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,999,true,true,1352,0,
product:appliances:rangehoods:smeg:pum901x,Smeg,Smeg,category:appliances,family:rangehoods,rangehoods,PUM901X,SMEG 90CM UNDERMOUNT RANGEHOOD PUM901X,APPLIANCES | - SMEG 90CM UNDERMOUNT RANGEHOOD PUM901X | EACH | 1499 | Component item for pack above. Use EACH rate only if pricing separately.,EACH,1499,true,true,1368|1372,1,
